%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1681349270016705351,0,1497705853868016000,map,1.8052928447723389,-0.04188039153814316,-0.006417982745915651,0.0001318844899706015,-0.0015079696088202694,0.01007532281071032,0.9999480979086482
1681349270130636487,0,1497705853972875000,map,1.9242346286773682,-0.036026496440172195,-0.0009159481851384044,0.0002794085000292867,-0.0031066152089281934,0.010455580667555744,0.9999404755400305
1681349270229502406,0,1497705854077707000,map,2.095569610595703,-0.029229482635855675,-0.014505547471344471,0.0004785154090232305,-0.005869111785893412,0.010806019677593062,0.9999242619801084
1681349270327846983,0,1497705854182558000,map,2.249342918395996,-0.03856349363923073,-0.009240946732461452,0.0006001534070327342,-0.007006563618466315,0.011680557821650452,0.9999070347846265
1681349270439825620,0,1497705854287386000,map,2.4021642208099365,-0.04992237687110901,-0.007162949535995722,0.00032272755998412605,-0.005939026063519809,0.013248056612033857,0.9998945538239443
1681349270540740341,0,1497705854392251000,map,2.5255255699157715,-0.04873552918434143,-0.0016978495987132192,-3.787193366276752e-05,-0.0032560947736376728,0.013618621156376947,0.9999019604546294
1681349270642147437,0,1497705854497081000,map,2.684462547302246,-0.03752104565501213,-0.003933114930987358,-0.00011716794692506645,-0.00263553215226001,0.013004510324799644,0.9999119749666247
1681349270857416349,0,1497705854706773000,map,2.9762792587280273,-0.039012420922517776,-0.008584907278418541,0.001211100546734003,-0.011535352667932468,0.013760071727658781,0.9998380336130094
1681349270990326806,0,1497705854811620000,map,3.1092119216918945,-0.04898272454738617,-0.006330886855721474,0.0009535933816738399,-0.011353149211448319,0.014024302717719678,0.9998367444529346
1681349271073274103,0,1497705854916457000,map,3.263385057449341,-0.04203638434410095,0.001956634223461151,0.0011728959177205575,-0.01114333694748347,0.0146763606066689,0.9998295087317255
1681349271204158630,0,1497705855021275000,map,3.4060604572296143,-0.040160395205020905,-0.0004614934732671827,0.00040452637779727306,-0.00788197499254535,0.015295645149397984,0.9998518640350205
1681349271431346854,0,1497705855230957000,map,3.7078323364257812,-0.045073989778757095,-0.0007356193382292986,0.0004724210066431603,-0.008324657753453321,0.016795814092977156,0.9998241657402304
1681349271481488327,0,1497705855335802000,map,3.8646044731140137,-0.044273924082517624,0.011963470838963985,0.0006006599854000512,-0.00668998034440016,0.01695940632411235,0.9998336146932355
1681349271582044943,0,1497705855440657000,map,4.010281562805176,-0.035743407905101776,0.01075715571641922,0.0007179115648367565,-0.006417659554148576,0.01762679778219827,0.9998237931456162
1681349271722326730,0,1497705855545474000,map,4.154016017913818,-0.033707596361637115,0.012211552821099758,0.00021635720748230033,-0.007029429694985219,0.019233574239285938,0.9997902814181578
1681349271793442196,0,1497705855650316000,map,4.30708646774292,-0.02848559245467186,0.0004612915508914739,0.000905265422169514,-0.006424962477653363,0.02074768322167253,0.9997636992690926
1681349271906029526,0,1497705855755142000,map,4.469089984893799,-0.022004570811986923,0.007430138997733593,0.0001117289584729463,-0.0005947345487275867,0.020093316106484963,0.9997979198360151
1681349272016259299,0,1497705855860005000,map,4.60770320892334,-0.027809692546725273,0.03858859837055206,9.172385761949544e-06,-0.006917983623630196,0.02110993735626239,0.9997532212219085
1681349272138567331,0,1497705855964863000,map,4.708686828613281,-0.02713979035615921,0.0036652598064392805,0.00034243143838207617,-0.009614416515491508,0.023525716540916505,0.9996769353434148
1681349272370784069,0,1497705856174528000,map,5.042773246765137,-0.008670883253216743,0.006440190598368645,7.702822137637834e-05,-0.00718202812776114,0.023990262765769613,0.9996863856880295
1681349272432356111,0,1497705856279387000,map,5.2240519523620605,-0.011189348064363003,0.014715182594954967,-4.9878589351939917e-05,-0.006027875747778953,0.024519353008105645,0.9996811760848162
1681349272573257912,0,1497705856384202000,map,5.365517616271973,0.0002400918019702658,0.012351996265351772,-0.0003841724724987479,-0.003155504680721474,0.02553128536079037,0.9996689680670725
1681349272637881234,0,1497705856489065000,map,5.511281490325928,0.0013139017391949892,0.010945610702037811,-0.0002937808508102169,-0.002578743115971906,0.02588612585241377,0.9996615224445987
1681349272777547640,0,1497705856593897000,map,5.6402812004089355,0.0037347679026424885,0.00464281253516674,-0.0008343643064897344,0.00036075783099637297,0.026407886187680436,0.9996508271841422
1681349272852279683,0,1497705856698669000,map,5.778176307678223,0.008559525944292545,0.001079608453437686,-0.0011086846268185185,0.0022347210219161385,0.02767486911725519,0.9996138587126623
1681349272978511822,0,1497705856803580000,map,5.934664249420166,0.012674037367105484,-0.004643165040761232,-0.001412389676137307,0.006907970631171621,0.029002263700148405,0.999554460335636
1681349273067863927,0,1497705856908407000,map,6.067441463470459,0.02491714060306549,-0.012806541286408901,-0.0020445879898879304,0.007401544292776428,0.029153066250243883,0.999545455981939
1681349273163841800,0,1497705857013266000,map,6.209571361541748,0.03544803708791733,-0.023141823709011078,-0.002489033130921406,0.006980165814726997,0.029192232815674086,0.9995463280959028
1681349273261887202,0,1497705857118089000,map,6.366395950317383,0.03560705482959747,-0.03331707790493965,-0.0036720763640232753,0.003890700032790174,0.029369309814365564,0.9995542963497873
1681349273403164286,0,1497705857222943000,map,6.513315677642822,0.04063457250595093,-0.029959984123706818,-0.0025533230670307613,0.004325248206582582,0.030233288765580294,0.999530242315932
1681349273478426930,0,1497705857327775000,map,6.663675308227539,0.05078275501728058,-0.028748804703354836,-0.003329204328829881,0.005268439626802748,0.030800767572917137,0.9995060982520512
1681349273601516464,0,1497705857432611000,map,6.813446521759033,0.054427821189165115,-0.029103774577379227,-0.003184340811487038,0.007018890988185546,0.03127368256486499,0.9994811485248349
1681349273727906352,0,1497705857537452000,map,6.972565174102783,0.06445928663015366,-0.03145245462656021,-0.004460467701858331,0.00790069645258657,0.031033152811397152,0.9994771827504458
1681349273788662596,0,1497705857642284000,map,7.153956890106201,0.04745548963546753,-0.02984943985939026,-0.004718823060540183,0.01028906181867354,0.025575365071120973,0.9996087903479074
1681349273891067869,0,1497705857747156000,map,7.27613639831543,0.03939497470855713,-0.03528299182653427,-0.005277202929740081,0.008447407114010357,0.01232808755675999,0.9998743902233891
1681349274039406186,0,1497705857851985000,map,7.395937442779541,0.0001616587833268568,-0.04641702026128769,-0.005778106799037259,0.007555496901385246,6.214839181147664e-05,0.9999547590512438
1681349274103373289,0,1497705857956807000,map,7.51355504989624,-0.019342469051480293,-0.04541923850774765,-0.0062373289129342875,0.005584001252596537,-0.01414194619983803,0.9998649565588958
1681349274253145433,0,1497705858061679000,map,7.611240863800049,0.0036877579987049103,-0.04915168508887291,-0.007707027315899902,0.005821793247992355,-0.026276526692371547,0.9996080449979818
1681349274313063809,0,1497705858166485000,map,7.741356372833252,0.012508530169725418,-0.062082186341285706,-0.006620985658775797,0.006337429618627137,-0.03538589450580826,0.9993316831141439
1681349274564553642,0,1497705858376189000,map,8.058619499206543,0.029883790761232376,-0.048855509608983994,-0.009036206740314466,0.0043239681804783155,-0.040212350303979426,0.9991409366901581
1681349274625570314,0,1497705858481025000,map,8.219873428344727,0.00965359341353178,-0.07247565686702728,-0.009222477737518253,0.0033895962750405775,-0.03947428721983472,0.9991722779133658
1681349274787853769,0,1497705858585865000,map,8.35620403289795,-0.007868307642638683,-0.06960245966911316,-0.00912018391519708,0.002509880112731414,-0.04002202713638596,0.9991540236159697
1681349274838733701,0,1497705858690691000,map,8.501644134521484,-0.017070550471544266,-0.06969369202852249,-0.00944435208647665,0.0015908214458353939,-0.03986159033754856,0.9991593030793974
1681349275095289673,0,1497705858900379000,map,8.806180953979492,-0.06566794216632843,-0.06263171136379242,-0.008847099806186958,0.004558370250626259,-0.037683202506129394,0.9992401618840654
1681349275151042432,0,1497705859005222000,map,8.951507568359375,-0.07513655722141266,-0.0737772211432457,-0.007926372078105459,0.006844989640253719,-0.038134033300514486,0.9992177407003857
1681349275304523901,0,1497705859110065000,map,9.107242584228516,-0.09365707635879517,-0.07312625646591187,-0.007928743497542736,0.010108214937767765,-0.037815315784018394,0.9992021417616986
1681349275363693652,0,1497705859214903000,map,9.263991355895996,-0.09770143032073975,-0.08843839168548584,-0.008345330735688845,0.009652887116432186,-0.037472605624540044,0.9992161748523353
1681349275618366687,0,1497705859424589000,map,9.532613754272461,-0.14848053455352783,-0.09605112671852112,-0.006996214496512564,0.004773134928758018,-0.036306991111371145,0.9993047756240331
1681349275677507584,0,1497705859529426000,map,9.68236255645752,-0.1265912652015686,-0.0882960855960846,-0.0064626095940202915,0.016003927223321356,-0.036150826980951845,0.9991972800924087
1681349275824006632,0,1497705859634281000,map,9.838406562805176,-0.16262811422348022,-0.11317463219165802,-0.006900543749097566,0.01751897054059662,-0.03537300950688763,0.9991967730457831
1681349275909991800,0,1497705859739107000,map,9.958635330200195,-0.16543997824192047,-0.11496460437774658,-0.006654467476945269,0.01448268566207939,-0.034678107796044196,0.9992714254350411
1681349276003754686,0,1497705859843954000,map,10.115438461303711,-0.1746695190668106,-0.11989632248878479,-0.005963750737181227,0.014490273246991377,-0.03450079699956516,0.9992818265188477
1681349276133520542,0,1497705859948790000,map,10.255393981933594,-0.19134065508842468,-0.12577436864376068,-0.006148156083684437,0.013602671535930621,-0.03451601715059412,0.9992926524781907
1681349276204843048,0,1497705860053559000,map,10.397891998291016,-0.21204687654972076,-0.13468195497989655,-0.006312663029681993,0.014303255917440373,-0.0337696599828368,0.9993073254920767
1681349276439663745,0,1497705860263304000,map,10.709049224853516,-0.2472790777683258,-0.14154444634914398,-0.005961836974542993,0.014529577978148332,-0.0326938807562863,0.9993419941049604
1681349276514439000,0,1497705860368147000,map,10.854477882385254,-0.2540438175201416,-0.14619626104831696,-0.0063888498152017284,0.014633025292264047,-0.03232618972079061,0.9993498148795401
1681349276774465181,0,1497705860577834000,map,11.152302742004395,-0.2778520882129669,-0.15858712792396545,-0.005668352917265617,0.010649666708760554,-0.030510669333074964,0.9994616474977116
1681349276987442243,0,1497705860787570000,map,11.476167678833008,-0.31785380840301514,-0.16429652273654938,-0.00722298783722917,0.007843617222628683,-0.029527629710296082,0.9995070822141865
1681349277057158041,0,1497705860892357000,map,11.621975898742676,-0.32925790548324585,-0.168003112077713,-0.007444257589869287,0.008251388739644799,-0.028586579052756734,0.9995295416319587
1681349277181151654,0,1497705860997203000,map,11.750848770141602,-0.34156525135040283,-0.16899599134922028,-0.0077428710253503435,0.008805936292584395,-0.027703763685782562,0.9995473865579819
1681349277254136024,0,1497705861102059000,map,11.887506484985352,-0.3538125455379486,-0.17205031216144562,-0.0067031642857907,0.011339973117574089,-0.027656596772153593,0.9995306895607645
1681349277503118633,0,1497705861311728000,map,12.17099380493164,-0.3763943314552307,-0.17569231986999512,-0.006785170998122543,0.009770737340659044,-0.026582124785622427,0.9995758528043237
1681349277563312546,0,1497705861416564000,map,12.34396743774414,-0.3873133659362793,-0.1846853643655777,-0.005989328006222348,0.012271150669118104,-0.025540910847709285,0.9995805113822683
1681349277703164544,0,1497705861521420000,map,12.488661766052246,-0.39382317662239075,-0.19864818453788757,-0.006511229674796177,0.01143094004082609,-0.026015941319198328,0.9995749583548738
1681349277777954844,0,1497705861626262000,map,12.625243186950684,-0.4078149199485779,-0.19369274377822876,-0.006140193639672629,0.012533567689378305,-0.02550041609467234,0.99957735845909
1681349278036890752,0,1497705861835937000,map,12.921262741088867,-0.4359636902809143,-0.20834554731845856,-0.0060415930917839845,0.011148347570259723,-0.02353783929346126,0.9996425317569931
1681349278086503180,0,1497705861940765000,map,13.064681053161621,-0.4389629662036896,-0.21638250350952148,-0.006019991148624561,0.010335121666665987,-0.023630552764391112,0.9996492023889179
1681349278226171353,0,1497705862045605000,map,13.203926086425781,-0.4494127631187439,-0.21047890186309814,-0.006036995695552494,0.01095353519713694,-0.023243518272789292,0.9996515799553465
1681349278307779214,0,1497705862150428000,map,13.342820167541504,-0.4550122320652008,-0.22200928628444672,-0.006239561088167223,0.010436987849736047,-0.02244407880684865,0.9996741330158508
1681349278515965268,0,1497705862360127000,map,13.658178329467773,-0.49834251403808594,-0.22724656760692596,-0.005496016618591189,0.011002925035874083,-0.02106524639163343,0.9997024540499686
1681349278611130464,0,1497705862464961000,map,13.79780101776123,-0.4987896978855133,-0.22822192311286926,-0.005093469148227339,0.012147300113107929,-0.02074022513880153,0.9996981016063762
1681349278712520899,0,1497705862569799000,map,13.957218170166016,-0.5141173601150513,-0.241468146443367,-0.005384786320872479,0.012077915669018053,-0.020239308649057403,0.9997077008060957
1681349278823133972,0,1497705862674635000,map,14.108956336975098,-0.5338219404220581,-0.24863795936107635,-0.00482239001712003,0.013280333138030155,-0.019505603896955197,0.9997099068203353
1681349278924018289,0,1497705862779514000,map,14.270243644714355,-0.538934051990509,-0.26015350222587585,-0.0042654140676833,0.01635415152291996,-0.01905337877792532,0.9996756012576021
1681349279034834145,0,1497705862884348000,map,14.425156593322754,-0.5479263663291931,-0.25993773341178894,-0.0037752687650200035,0.014083844756257624,-0.018358723568312058,0.9997251326574933
1681349279135101308,0,1497705862989168000,map,14.573649406433105,-0.5668745636940002,-0.25541117787361145,-0.004759354545911469,0.012355204471699393,-0.016797360874479222,0.9997712410103368
1681349279260549250,0,1497705863094017000,map,14.73457145690918,-0.5683251619338989,-0.27233248949050903,-0.003422940911944945,0.013226691162412957,-0.016153893934865552,0.9997761595065852
1681349279347912783,0,1497705863198849000,map,14.868158340454102,-0.5856912732124329,-0.26201221346855164,-0.0035431056636257537,0.012956085801291007,-0.016177224349160954,0.9997789093825781
1681349279448526067,0,1497705863303691000,map,15.024325370788574,-0.5864039063453674,-0.27829816937446594,-0.0032031338444380064,0.015271215097180135,-0.015732645068405098,0.999754450870402
1681349279559493232,0,1497705863408525000,map,15.176040649414062,-0.6022353768348694,-0.28113853931427,-0.0029023396363581705,0.01730032305031023,-0.015013947547451974,0.9997333975889805
1681349279660080428,0,1497705863513372000,map,15.321117401123047,-0.5988667607307434,-0.29497718811035156,-0.0025932903344916907,0.017372194281960136,-0.014498196167300454,0.9997406041957488
1681349279760897050,0,1497705863618206000,map,15.460899353027344,-0.6006550788879395,-0.2929791808128357,-0.002147955877369688,0.017715384821895292,-0.014877176366454385,0.9997300662857714
1681349279878265822,0,1497705863723041000,map,15.615163803100586,-0.6122995615005493,-0.3220793902873993,-0.003012279636808081,0.016328644233058565,-0.014387413945311824,0.9997586093068292
1681349280014243545,0,1497705863827888000,map,15.744848251342773,-0.6218444108963013,-0.3114728331565857,-0.00289398779778705,0.014513103466336956,-0.013427671478464265,0.9998003194049936
1681349280087092033,0,1497705863932731000,map,15.904003143310547,-0.6287158727645874,-0.3132838308811188,-0.0022319482816836765,0.018138300260639593,-0.012873329208523602,0.9997501210105081
1681349280186785132,0,1497705864037582000,map,16.05874252319336,-0.627890944480896,-0.3263755738735199,-0.0028320437275976425,0.019382680228284356,-0.0125424432758291,0.9997294626256126
1681349280324945250,0,1497705864142411000,map,16.196691513061523,-0.6338974833488464,-0.3301277160644531,-0.0026047373510888865,0.017178210594267326,-0.0119404423107838,0.9997777617387744
1681349280432270729,0,1497705864247250000,map,16.329124450683594,-0.6460896134376526,-0.3344956934452057,-0.002475159675135436,0.015775591548780644,-0.011404365056497664,0.9998074584612534
1681349280502831046,0,1497705864352092000,map,16.47648048400879,-0.6658929586410522,-0.3389894962310791,-0.002361130467000904,0.01397069788829811,-0.011084736465464371,0.9998381677451761
1681349280637861618,0,1497705864456941000,map,16.62181854248047,-0.6746684908866882,-0.35786932706832886,-0.0022211930922673567,0.01384725854425052,-0.011344491418217438,0.9998372958857712
1681349280710846294,0,1497705864561771000,map,16.75787925720215,-0.6817964911460876,-0.3509770929813385,-0.0025288995124234533,0.014116797477614438,-0.010825338070760103,0.9998385403344334
1681349280847025309,0,1497705864666623000,map,16.906333923339844,-0.6946004629135132,-0.362726092338562,-0.0021746852796284935,0.013821291329304316,-0.010124232113317758,0.9998508431537284
1681349280926325812,0,1497705864771459000,map,17.06467056274414,-0.6928525567054749,-0.36573418974876404,-0.0022146822889567005,0.013501135773449415,-0.0094595917154124,0.9998616480488451
1681349281055518579,0,1497705864876290000,map,17.222986221313477,-0.7013165354728699,-0.3830878734588623,-0.002329341283175426,0.014528684513165135,-0.008904833459190215,0.9998521024888948
1681349281141114798,0,1497705864981142000,map,17.379619598388672,-0.6995678544044495,-0.38086509704589844,-0.0019202347688250178,0.015038215758731007,-0.008101137070468188,0.9998522515225373
1681349281269041905,0,1497705865085964000,map,17.535043716430664,-0.7090192437171936,-0.3838491141796112,-0.0020516874152040313,0.013030537232471223,-0.007052363527283639,0.9998881232741363
1681349281494728744,0,1497705865295674000,map,17.833831787109375,-0.722586452960968,-0.4020335376262665,-0.0019679180421481265,0.012364243287338596,-0.006832516628710909,0.9998982645974835
1681349281573321081,0,1497705865400503000,map,17.971332550048828,-0.736748993396759,-0.39568305015563965,-0.0019552829416216405,0.011060439907470047,-0.006154701324936514,0.9999179508404343
1681349281677369294,0,1497705865505363000,map,18.114971160888672,-0.7502124309539795,-0.4104578495025635,-0.0013893003992021618,0.01231142860926334,-0.004764312423699629,0.9999118855517828
1681349281770264444,0,1497705865610148000,map,18.2586727142334,-0.7599403262138367,-0.4128565192222595,-0.0009580735002180646,0.012627714841046694,-0.004210187227345939,0.9999109392442158
1681349281977623877,0,1497705865819846000,map,18.565345764160156,-0.7738147377967834,-0.4296880066394806,-0.0011364783551554508,0.01472089679642958,-0.0039166549871108925,0.9998833021975024
1681349282109284493,0,1497705865924718000,map,18.71231460571289,-0.7768160700798035,-0.4316917657852173,-0.0005013969386885349,0.013769419787595773,-0.0031636926064007856,0.9999000380145124
1681349282187698721,0,1497705866029545000,map,18.873382568359375,-0.7701971530914307,-0.43876218795776367,-0.0006155893447239846,0.014392853362892892,-0.003318939828791637,0.9998907014601384
1681349282324814089,0,1497705866134385000,map,19.009666442871094,-0.7751582264900208,-0.4436452388763428,-0.00022373703805266912,0.015462796894404572,-0.003050499770365715,0.9998757613014998
1681349282544164713,0,1497705866344071000,map,19.30756378173828,-0.7977535128593445,-0.44685715436935425,0.0005268071959188294,0.015142153281377118,-0.0008472492428759323,0.9998848446464969
1681349282595249382,0,1497705866448917000,map,19.45954132080078,-0.8060590028762817,-0.4639464318752289,0.00010259714160635065,0.013080638340246342,-0.0012447300264767367,0.9999136738471017
1681349282888660128,0,1497705866658576000,map,19.745407104492188,-0.825651228427887,-0.47503724694252014,0.0007555996887070141,0.01500746275312931,0.0007416609268825329,0.9998868118243706
1681349282908031831,0,1497705866763452000,map,19.900161743164062,-0.8317321538925171,-0.4834449887275696,0.0018737002461036258,0.014685014473115796,0.0017358266035084724,0.999888905672325
1681349283059934777,0,1497705866868272000,map,20.04427719116211,-0.841367781162262,-0.4929150938987732,0.0022865258078625375,0.01439331660416874,0.0018935930708053955,0.9998920054534172
1681349283120692096,0,1497705866973110000,map,20.188430786132812,-0.843253493309021,-0.49566319584846497,0.0026460093281631923,0.014845664657681995,0.0024050806836906583,0.9998834065177993
1681349283263402630,0,1497705867077963000,map,20.344013214111328,-0.8325070738792419,-0.5022220015525818,0.0022078818911275633,0.013995296185202748,0.0033347895887854465,0.9998940694850166
1681349283335413037,0,1497705867182795000,map,20.513864517211914,-0.8388350009918213,-0.5098395347595215,0.002478816225434245,0.014520103334050656,0.004504605288320693,0.999881357367118
1681349283464959982,0,1497705867287629000,map,20.651390075683594,-0.83871990442276,-0.5109103322029114,0.0023184158647272853,0.014342968054506744,0.004727739889890471,0.9998832723917013
1681349283555453065,0,1497705867392468000,map,20.804927825927734,-0.8409544229507446,-0.5235952734947205,0.002002000677437686,0.01373558925440106,0.0055940930465363395,0.9998880115029165
1681349283672641719,0,1497705867497325000,map,20.951642990112305,-0.8396337628364563,-0.5210895538330078,0.0015503541158151076,0.014696546310355812,0.0059806146610211965,0.9998729148220177
1681349283909121200,0,1497705867706993000,map,21.239540100097656,-0.8416404128074646,-0.5320817232131958,0.0010525016524550945,0.013722001028601728,0.0062428949611473515,0.9998858133330547
1681349283990241091,0,1497705867811820000,map,21.389808654785156,-0.8401732444763184,-0.5385745763778687,0.0011108551662312527,0.015191670015669612,0.00654176176682149,0.9998625869514586
1681349284086201300,0,1497705867916678000,map,21.537607192993164,-0.8318363428115845,-0.5453832149505615,0.0010132680307275356,0.015845115115900737,0.007020011420613863,0.9998493081039841
1681349284192813833,0,1497705868021534000,map,21.68468475341797,-0.8359602689743042,-0.5517678260803223,0.0014912941688282214,0.015562327021785298,0.00759334395677433,0.9998489578738579
1681349284284267367,0,1497705868126339000,map,21.832233428955078,-0.8365759253501892,-0.5567871332168579,0.0010668076476968683,0.015844824464286245,0.00728318896315163,0.9998473706591948
1681349284413218783,0,1497705868231212000,map,21.981796264648438,-0.8299848437309265,-0.5620067119598389,0.0011512452260968597,0.01612644775113702,0.008163701658204103,0.9998359620139283
1681349284488500418,0,1497705868336048000,map,22.124156951904297,-0.8317713141441345,-0.57185298204422,0.0009900354957733334,0.015905663292141246,0.008843282030234899,0.9998338904105549
1681349284740593680,0,1497705868545719000,map,22.42778968811035,-0.8242658972740173,-0.5896157622337341,0.001740765019968792,0.01645098166183873,0.011308636326654842,0.9997991941419972
1681349284955035009,0,1497705868755397000,map,22.707975387573242,-0.8205106258392334,-0.5934359431266785,0.0024889595497088798,0.01712917229513884,0.020045241379543804,0.9996492172953081
